"call","grant_type","domain","area","sub_area","reference","title","main_researcher","institution","requested_funds","awarded_funds","feder_funding"
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Ética","PTDC/MHC-ETI/4890/2012","Ética de investigação com animais: um assunto humano","Ingrid Anna Sofia Olsson","Instituto de Biologia Molecular e Celular (IBMC/UP)",80069,69569,59133.65
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Filosofia","PTDC/MHC-FIL/3672/2012","TRADUÇÃO ANOTADA DAS OBRAS DE ARISTÓTELES (QUARTA FASE)","António Pedro Sangreman Proença de Marcelino Mesquita","Faculdade de Letras da Universidade de Lisboa (FL/UL)",66000,56000,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Filosofia","PTDC/MHC-FIL/4203/2012","Poética do Eu: Memória, Imaginação e Narratividade","Paulo Renato Cardoso de Jesus","Faculdade de Letras da Universidade de Lisboa (FL/UL)",188796,110096,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Filosofia","PTDC/MHC-FIL/4904/2012","Argumentação e mudança científica. Um Estudo de Caso de Como Ibn al-Haytham Al-Shukuk mudou o Curso de Astronomia para sempre","Hassan Tahiri","Fundação da Faculdade de Ciências (FFC/FC/UL)",89001,84201,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Filosofia","PTDC/MHC-FIL/5363/2012","A noção da demonstração matemática","Reinhard Josef Klaus Kahle","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",81190,71690,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Linguística","PTDC/MHC-LIN/4564/2012","Subordinação em Português Medieval","Maria Alexandra Moreira de Jesus Fiéis e Melo","Faculdade de Ciências Sociais e Humanas (FCSH/UNL)",139860,105564,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Linguística","PTDC/MHC-LIN/4812/2012","Aquisição de dependências: variação interlinguística e entre populações","João Miguel Marques da Costa","Faculdade de Ciências Sociais e Humanas (FCSH/UNL)",173322,147724,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Aplicada","PTDC/MHC-PAP/3646/2012","As crianças e a justiça: Análise da compreensão das crianças da terminologia legal e os processos judiciais.","Ana Maria Sacau Fontenla","Fundação Ensino e Cultura Fernando Pessoa (FECFP)",46735,45335,38534.75
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Aplicada","PTDC/MHC-PAP/4295/2012","Implementação de um Protocolo de Entrevista Forense para crianças vítimas, testemunhas e ofensoras","Carlos Eduardo dos Santos Peixoto","Instituto Nacional de Medicina Legal, I. P. (INML/MJ)",134045,126045,107138.25
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Aplicada","PTDC/MHC-PAP/5304/2012","Será o comportamento social na adolescência reflexo de experiências precoces adversas? Efeito da separação maternal e do enriquecimento ambiental","Liliana Maria de Carvalho e Sousa","Instituto de Ciências Biomédicas Abel Salazar (ICBAS/UP)",95112,86600,73610
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Clínica e Avaliação Psicológica","PTDC/MHC-PCL/4824/2012","""Prevenção da depressão em adolescentes Portugueses: estudo da eficácia de uma intervenção com adolescentes e pais""","Ana Paula Soares de Matos","Universidade de Coimbra (UC)",117246,101397,86187.45
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Clínica e Avaliação Psicológica","PTDC/MHC-PCL/4923/2012","BEfree: Programa de Intervenção em Grupo para a Ingestão Alimentar Compulsiva","José Augusto da Veiga Pinto de Gouveia","Universidade de Coimbra (UC)",67262,57182,48604.7
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Clínica e Avaliação Psicológica","PTDC/MHC-PCL/4974/2012","Mind the Gap: A Eficácia de Um Programa de Internet como Estratégia de Acompanhamento Pós-Cirúrgico na Cirurgia da Obesidade","Eva Martins da Conceição","Universidade do Minho (UM)",118881,104121,88502.85
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/3540/2012","O Processamento Temporal nos Animais e no Homem: Testes Críticos de Três Modelos Quantitativos","Armando D. B. Machado","Universidade do Minho (UM)",101100,76100,64685
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/3575/2012","Influência da segregação nas vias visuais primárias no processamento e reconhecimento de objectos","Jorge Manuel Castelo Branco de Albuquerque Almeida","Universidade de Coimbra (UC)",119736,94736,80525.6
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/3606/2012","Processamento auditivo emocional na esquizofrenia: uma investigação electrofisiológica com indivíduos em risco, pacientes em fase inicial e pacientes crónicos","Ana Patrícia Teixeira Pinheiro","Universidade do Minho (UM)",108352,76932,65392.2
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/3805/2012","O modelo de trocas da escolha intertemporal: Seu desenvolvimento para sequências, virtudes e vícios em decisões monetárias","Hermanus Johannes Julius (Marc) Scholten","  ISPA,CRL (ISPA)  ",33492,27492,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/4731/2012","Modelização da percepção cromática de tricromatas anómalos e optimização da sua discriminação de objectos naturais com lentes coloridas","Sérgio Miguel Cardoso de Nascimento","Universidade do Minho (UM)",111004,71279,60587.15
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/4842/2012","Efeito dos Odores Corporais no Comportamento e Processamento Neuronal de Estímulos Visuais Ameaçadores","Sandra Cristina de Oliveira Soares","Universidade de Aveiro (UA)",75812,71812,61040.2
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/5274/2012","Processos mnésicos envolvidos na procura de um parceiro sexual","Josefa das Neves Simões Pandeirada","Universidade de Aveiro (UA)",46920,44000,37400
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Cognitiva, Neuropsicologia e Cognição Social","PTDC/MHC-PCN/5390/2012","Confiança na tomada de decisões: mecanismos locais e globais","Zachary Frank Mainen","Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud (FC)",114621,73621,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia da Educação e do Desenvolvimento","PTDC/MHC-PED/3929/2012","QUALIDADE DA VINCULAÇÃO, AMIZADE E AUTO ESTIMA EM CRIANÇAS DE IDADE PRÉ ESCOLAR","Maria Manuela Pedro Veríssimo","  ISPA,CRL (ISPA)  ",94645,82000,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia da Educação e do Desenvolvimento","PTDC/MHC-PED/4725/2012","AVALIAR PARA PREVENIR: Estudos de Tracking e Validação dos Inventários de Desenvolvimento Comunicativo de MacArthur-Bates para Português Europeu","Fernanda Leopoldina Parente Viana","Universidade do Minho (UM)",75964,75964,64569.4
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia da Saúde e Comunitária","PTDC/MHC-PSC/4122/2012","As imagens dos jovens institucionalizados e o seu impacto nas suas auto-representações e bem-estar","Maria Manuela de Amorim Calheiros","ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL)",65708,57708,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia da Saúde e Comunitária","PTDC/MHC-PSC/4195/2012","Fatores protetores e fatores de risco em casais que vivenciam barreiras à fertilidade: similitudes e diferenças num mundo globalizado","Mariana Teixeira Lopes Veloso Martins","Faculdade de Psicologia e de Ciências da Educação da Universidade do Porto (FPCE/UP)",125020,110020,93517
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia da Saúde e Comunitária","PTDC/MHC-PSC/4846/2012","“Reforma Ativa”: estudo de um programa promotor de um envelhecimento saudável.","Helena Maria Almeida Macedo Loureiro","Escola Superior de Enfermagem de Coimbra (ESEnfC)",115874,99817,84844.45
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Social e das Organizações","PTDC/MHC-PSO/4399/2012","Transições dos trabalhadores temporários de agência: Motivos, experiências e resultados","Maria José Chambel Soares","Faculdade de Psicologia da Universidade de Lisboa (FP/UL)",94848,79848,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Social e das Organizações","PTDC/MHC-PSO/4447/2012","Partilhar aquilo que os outros acreditam: Separar informação estereotípica e complexa na comunicação","Elizabeth Claire Collins","ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL)",87904,82104,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Social e das Organizações","PTDC/MHC-PSO/5141/2012","(Não apenas) Limpeza étnica: Corporização do preconceito enquanto limpeza corporal","Agnieszka Golec","ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL)",199954,111422,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Arquitetura","PTDC/ATP-AQI/3707/2012","Habitações para o maior número: Lisboa, Luanda, Macau","Ana Cristina Fernandes Vaz Milheiro","ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL)",173232,173232,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Arquitetura","PTDC/ATP-AQI/3934/2012","SEISMIC-V: Cultura Sismo-Resistente Vernácula em Portugal","Mariana Rita Alberto Rosado Correia","Fundação Convento da Orada - Escola Superior Gallaecia (FCO/ESG)",191237,191237,162551.45
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Arquitetura","PTDC/ATP-AQI/4805/2012","FOTOGRAFIA, ARQUITECTURA MODERNA E A ""ESCOLA DO PORTO"": INTERPRETAÇÕES EM TORNO DO ARQUIVO TEÓFILO REGO","Miguel Farinha dos Santos da Silva Graça","Cooperativa de Ensino Superior Artístico do Porto, CRL (CESAP)",120734,120734,102623.9
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Arquitetura","PTDC/ATP-AQI/5124/2012","Tecnologia Robótica para um Projecto e Construção Não-Standard em Arquitectura","José Pedro Ovelheiro Marques de Sousa","Faculdade de Arquitectura da Universidade do Porto (FA/UP)",199961,199961,169966.85
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Arquitetura","PTDC/ATP-AQI/5224/2012","Rosetta - A Ferramenta de Design Generativo","Antonio Paulo Teles de Menezes Correia Leitao","Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC ID/INESC/IST/UTL)",119928,119928,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Arquitetura","PTDC/ATP-AQI/5355/2012","ReabOp - Optimização de fluxos de trabalho de documentação em reabilitação de estruturas construídas","José Manuel Aguiar Portela da Costa","Faculdade de Arquitectura da Universidade Técnica de Lisboa (FA/UTL)",187690,187690,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Demografia","PTDC/ATP-DEM/4545/2012","Isolados lingüísticos e religiosos no nordeste de Portugal: aportes da Genética e da Demografia","Luis Álvarez Fernández","Instituto de Patologia e Imunologia Molecular (IPATIMUP/UP)",102480,102480,87108
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Demografia","PTDC/ATP-DEM/5152/2012","Regresso ao futuro: a nova emigração e a relação com a sociedade portuguesa","João Alfredo dos Reis Peixoto","Centro de Investigação em Sociologia Económica e das Organizações (SOCIUS/ISEG/UTL)",148524,148524,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Estudos Urbanos e Regionais","PTDC/ATP-EUR/4910/2012","AgriMet-MOD: MODelação espacial da Agricultura Metropolitana - contributo para a construção de um modelo de análise de apoio à decisão em ordenamento do território e uso do solo","Patricia Catarina dos Reis Macedo Abrantes","Instituto de Geografia e Ordenamento do Território da Universidade de Lisboa (IGOT)",85992,85992,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Estudos Urbanos e Regionais","PTDC/ATP-EUR/5023/2012","Trajetos de sustentabilidade local: mobilidade espacial, capital social e desigualdade","Renato Miguel Emídio do Carmo","ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL)",90729,90729,0
"Concurso 2012","ICDT 2012","Ciências Sociais e Humanidades","Ambiente, Território e População","Ambiente, Território e População - Estudos Urbanos e Regionais","PTDC/ATP-EUR/5074/2012","Planeamento Urbano e Desigualdades em Saúde - passando das estatística macro para as micro","Luzia Augusta Pires Gonçalves","Instituto de Higiene e Medicina Tropical (IHMT/UNL)",160643,160643,0
